,yPredict,yReal
0,0.025789544,0.01124954434517271
1,0.02599148,0.011672005774444216
2,0.026216157,0.011032278467261653
3,0.026349338,0.0099725037961177
4,0.026421228,0.011032278467261653
5,0.026565261,0.011672005774444216
6,0.026701676,0.011454739896533159
7,0.026772117,0.011454739896533159
8,0.026818309,0.01209446720371573
9,0.026908377,0.011032278467261653
10,0.026926482,0.009547628301536062
11,0.026857764,0.009340018684865496
12,0.026792593,0.010184941543408509
13,0.02678174,0.01124954434517271
14,0.026831567,0.011454739896533159
15,0.026870925,0.011672005774444216
16,0.026842192,0.011672005774444216
17,0.026820712,0.01124954434517271
18,0.026798515,0.011672005774444216
19,0.026832651,0.012516928632987236
20,0.026932666,0.012941804127568866
21,0.02706336,0.013361851491530248
22,0.027215721,0.014216430611313759
23,0.027381578,0.013583945500061555
24,0.027492886,0.014426454293294443
25,0.027649412,0.016128370336931097
26,0.027921006,0.0188804047904712
27,0.028326448,0.017185730942764918
28,0.028636303,0.015701080777039342
29,0.028883358,0.015701080777039342
30,0.029162705,0.015908690393709908
31,0.02944664,0.01655324583151272
32,0.029748676,0.01655324583151272
33,0.029995058,0.016753613252252927
34,0.030217184,0.016128370336931097
35,0.030331565,0.015908690393709908
36,0.030400507,0.015701080777039342
37,0.030432591,0.015266549021217213
38,0.030418752,0.014841673526635589
39,0.030346088,0.01401123505995331
40,0.030196045,0.01464130610589539
41,0.030079857,0.01464130610589539
42,0.029920472,0.015908690393709908
43,0.029829586,0.01739334055943549
44,0.029817523,0.019305280285052823
45,0.029904913,0.0203674690215069
46,0.030096274,0.019305280285052823
47,0.030288074,0.01739334055943549
48,0.030390907,0.01951530396703352
49,0.03065131,0.019090428472451897
50,0.030831622,0.019090428472451897
51,0.031056942,0.018667967043180383
52,0.031228306,0.018247919679218995
53,0.031393252,0.018247919679218995
54,0.031575263,0.018037895997238304
55,0.031718396,0.0188804047904712
56,0.03187832,0.01973015577963446
57,0.03203543,0.02185211918723249
58,0.032252997,0.02185211918723249
59,0.032453742,0.02185211918723249
60,0.032661147,0.020999954132759104
61,0.032815646,0.022279408747124245
62,0.03303204,0.025456318695245984
63,0.033378158,0.026088803806498174
64,0.033700116,0.025456318695245984
65,0.034032393,0.026303655619099114
66,0.034433626,0.026723702983060496
67,0.034865227,0.026723702983060496
68,0.035300493,0.026303655619099114
69,0.035684127,0.024608981771392834
70,0.03590292,0.02566634237722667
71,0.036150984,0.02588602232044785
72,0.036369868,0.02396925446421027
73,0.036435246,0.02396925446421027
74,0.036441736,0.022911893858376435
75,0.036348753,0.023119503475047015
76,0.036165245,0.022279408747124245
77,0.035941195,0.02185211918723249
78,0.035708107,0.022279408747124245
79,0.035541795,0.023119503475047015
80,0.035406344,0.023119503475047015
81,0.03522825,0.021422415562030617
82,0.03499445,0.021422415562030617
