Date,Close,predClose
1988-03-11,0.010090660914697853,0.092097156
1988-03-14,0.010390617100872905,0.092138685
1988-03-15,0.010390617100872905,0.092216395
1988-03-16,0.01068383269859459,0.09232403
1988-03-17,0.01068383269859459,0.0924231
1988-03-18,0.01068383269859459,0.09253749
1988-03-21,0.01068383269859459,0.09265524
1988-03-22,0.010390617100872905,0.09278633
1988-03-23,0.01068383269859459,0.09291429
1988-03-24,0.010390617100872905,0.09300317
1988-03-25,0.009207643827306128,0.0931119
1988-03-28,0.009207643827306128,0.09326087
1988-03-29,0.009207643827306128,0.09334498
1988-03-30,0.008900947052677695,0.09341282
1988-03-31,0.008311145563007653,0.09348302
1988-04-04,0.008021300259512656,0.09355414
1988-04-05,0.008021300259512656,0.0935983
1988-04-06,0.008607731454956018,0.09362413
1988-04-07,0.008900947052677695,0.09360574
1988-04-08,0.009207643827306128,0.09359682
1988-04-11,0.009800815611202857,0.093575686
1988-04-12,0.009800815611202857,0.093546085
1988-04-13,0.009800815611202857,0.09355104
1988-04-14,0.008021300259512656,0.09356206
1988-04-15,0.00771123319065755,0.09366472
1988-04-18,0.008021300259512656,0.093707636
1988-04-19,0.009494118836574438,0.093707986
1988-04-20,0.009207643827306128,0.093644485
1988-04-21,0.009207643827306128,0.09365806
1988-04-22,0.008900947052677695,0.09365321
1988-04-25,0.009207643827306128,0.09367031
1988-04-26,0.009207643827306128,0.09366284
1988-04-27,0.009207643827306128,0.09366837
1988-04-28,0.008311145563007653,0.09367703
1988-04-29,0.008311145563007653,0.09372562
1988-05-02,0.008021300259512656,0.09373802
1988-05-03,0.008021300259512656,0.09375424
1988-05-04,0.008021300259512656,0.09375485
1988-05-05,0.00771123319065755,0.09374768
1988-05-06,0.007418017592935859,0.09374987
1988-05-09,0.00771123319065755,0.09375309
1988-05-10,0.008021300259512656,0.09372046
1988-05-11,0.007128172289440869,0.09368238
1988-05-12,0.007128172289440869,0.09371013
1988-05-13,0.007418017592935859,0.09368345
1988-05-16,0.007418017592935859,0.09364453
1988-05-17,0.007128172289440869,0.09361711
1988-05-18,0.007418017592935859,0.09360231
1988-05-19,0.007128172289440869,0.09356128
1988-05-20,0.007128172289440869,0.0935471
1988-05-23,0.006524889622864072,0.09352251
1988-05-24,0.007128172289440869,0.093530096
1988-05-25,0.007418017592935859,0.09347891
1988-05-26,0.007128172289440869,0.093440324
1988-05-27,0.006524889622864072,0.09342429
1988-05-31,0.007128172289440869,0.09343415
1988-06-01,0.00771123319065755,0.09338567
1988-06-02,0.007418017592935859,0.093339756
1988-06-03,0.007418017592935859,0.0933335
1988-06-06,0.008021300259512656,0.093321316
1988-06-07,0.008311145563007653,0.09328541
1988-06-08,0.008900947052677695,0.09326033
1988-06-09,0.009207643827306128,0.093227975
1988-06-10,0.01068383269859459,0.09322561
1988-06-13,0.010390617100872905,0.09317031
1988-06-14,0.010390617100872905,0.0932012
1988-06-15,0.010390617100872905,0.093242064
1988-06-16,0.010090660914697853,0.09328854
1988-06-17,0.010390617100872905,0.09336036
1988-06-20,0.010390617100872905,0.09340614
1988-06-21,0.010390617100872905,0.09346616
1988-06-22,0.01068383269859459,0.09351924
1988-06-23,0.01068383269859459,0.093559586
1988-06-24,0.01068383269859459,0.093610294
1988-06-27,0.01068383269859459,0.09365629
1988-06-28,0.01068383269859459,0.093706794
1988-06-29,0.01068383269859459,0.09375208
1988-06-30,0.01098378888476964,0.09380037
1988-07-01,0.011280374776718005,0.09382936
1988-07-05,0.01068383269859459,0.09385616
1988-07-06,0.01068383269859459,0.09392053
1988-07-07,0.01068383269859459,0.09396155
1988-07-08,0.01068383269859459,0.09399812
1988-07-11,0.010390617100872905,0.0940273
1988-07-12,0.010390617100872905,0.09406648
1988-07-13,0.010390617100872905,0.09409391
1988-07-14,0.010390617100872905,0.09411412
1988-07-15,0.01068383269859459,0.09412904
1988-07-18,0.010390617100872905,0.094130464
1988-07-19,0.010390617100872905,0.09415334
1988-07-20,0.010390617100872905,0.09416056
1988-07-21,0.009207643827306128,0.09416985
1988-07-22,0.008607731454956018,0.09423106
1988-07-25,0.008021300259512656,0.09426289
1988-07-26,0.00771123319065755,0.0942972
1988-07-27,0.007128172289440869,0.09430339
1988-07-28,0.007418017592935859,0.09430848
1988-07-29,0.00771123319065755,0.09426102
1988-08-01,0.00771123319065755,0.09419993
1988-08-02,0.008021300259512656,0.09414533
1988-08-03,0.008021300259512656,0.09407218
1988-08-04,0.00771123319065755,0.094013266
1988-08-05,0.007418017592935859,0.093978725
1988-08-08,0.00771123319065755,0.09395707
1988-08-09,0.00771123319065755,0.093896136
1988-08-10,0.007418017592935859,0.09385892
1988-08-11,0.007128172289440869,0.09383013
1988-08-12,0.007418017592935859,0.093814485
1988-08-15,0.007128172289440869,0.09376778
1988-08-16,0.00771123319065755,0.09374659
1988-08-18,0.007128172289440869,0.09368713
1988-08-19,0.006818105220585763,0.093680516
1988-08-22,0.007128172289440869,0.09366859
1988-08-23,0.007128172289440869,0.09362093
1988-08-24,0.007418017592935859,0.09358667
1988-08-25,0.007128172289440869,0.09354426
1988-08-26,0.006818105220585763,0.093527734
1988-08-29,0.006524889622864072,0.0935127
1988-08-30,0.006524889622864072,0.0935026
1988-08-31,0.006231674025142395,0.093478866
1988-09-01,0.005041960163122236,0.093470864
1988-09-02,0.005635131947018972,0.09350758
1988-09-06,0.005931717838967336,0.09344891
1988-09-07,0.005931717838967336,0.09340113
1988-09-08,0.005931717838967336,0.09336219
1988-09-09,0.006231674025142395,0.093313575
1988-09-12,0.006231674025142395,0.09325654
1988-09-13,0.005931717838967336,0.093215436
1988-09-14,0.006231674025142395,0.093197264
1988-09-15,0.006231674025142395,0.09315781
1988-09-16,0.006231674025142395,0.09312218
1988-09-19,0.005635131947018972,0.093096204
1988-09-20,0.006231674025142395,0.09310059
1988-09-21,0.006818105220585763,0.09305159
1988-09-22,0.006524889622864072,0.093002684
1988-09-23,0.006524889622864072,0.09299697
1988-09-26,0.006524889622864072,0.09298472
1988-09-27,0.006524889622864072,0.09297992
1988-09-28,0.006524889622864072,0.092977606
1988-09-29,0.006524889622864072,0.09297907
1988-09-30,0.007128172289440869,0.09298127
1988-10-03,0.006818105220585763,0.092950635
1988-10-04,0.006818105220585763,0.09296301
1988-10-05,0.007128172289440869,0.09296398
1988-10-06,0.007418017592935859,0.092957705
1988-10-07,0.00771123319065755,0.09294677
1988-10-10,0.008021300259512656,0.092938125
1988-10-11,0.008021300259512656,0.09293298
1988-10-12,0.007418017592935859,0.09294587
1988-10-13,0.007418017592935859,0.0930009
1988-10-14,0.008021300259512656,0.093027
1988-10-17,0.008021300259512656,0.09302737
1988-10-18,0.008021300259512656,0.09304725
1988-10-19,0.00771123319065755,0.09306729
1988-10-20,0.008021300259512656,0.09310569
1988-10-21,0.008021300259512656,0.09311268
1988-10-24,0.008311145563007653,0.09313523
1988-10-25,0.008900947052677695,0.093142055
1988-10-26,0.008900947052677695,0.0931328
1988-10-27,0.008311145563007653,0.09315031
1988-10-28,0.008311145563007653,0.093198076
1988-10-31,0.008607731454956018,0.09322594
1988-11-01,0.008607731454956018,0.093240246
1988-11-02,0.008900947052677695,0.093264
1988-11-03,0.008900947052677695,0.09327541
1988-11-04,0.008900947052677695,0.09330486
1988-11-07,0.008900947052677695,0.093328275
1988-11-08,0.008900947052677695,0.09335658
1988-11-09,0.008900947052677695,0.09338482
1988-11-10,0.008311145563007653,0.0934105
1988-11-11,0.008021300259512656,0.0934623
1988-11-14,0.00771123319065755,0.09349959
1988-11-15,0.00771123319065755,0.0935323
1988-11-16,0.008311145563007653,0.09354623
1988-11-17,0.00771123319065755,0.093518496
1988-11-18,0.008311145563007653,0.0935433
1988-11-21,0.00771123319065755,0.09351124
1988-11-22,0.008311145563007653,0.09353434
1988-11-23,0.00771123319065755,0.09350002
1988-11-25,0.00771123319065755,0.09352193
1988-11-28,0.008021300259512656,0.09351616
1988-11-29,0.008311145563007653,0.09349796
1988-11-30,0.008021300259512656,0.09347188
1988-12-01,0.008900947052677695,0.093473755
1988-12-02,0.008607731454956018,0.09342849
1988-12-05,0.008900947052677695,0.093437135
1988-12-06,0.008607731454956018,0.09342522
1988-12-07,0.008900947052677695,0.09344069
1988-12-08,0.008900947052677695,0.09343845
1988-12-09,0.009494118836574438,0.09345109
1988-12-12,0.010090660914697853,0.093438
1988-12-13,0.010090660914697853,0.09342819
1988-12-14,0.010090660914697853,0.09344653
1988-12-15,0.010090660914697853,0.09347323
1988-12-16,0.009494118836574438,0.09350719
1988-12-19,0.009207643827306128,0.09357724
1988-12-20,0.009207643827306128,0.09362737
1988-12-21,0.009207643827306128,0.093666986
1988-12-22,0.009494118836574438,0.0937044
1988-12-23,0.009494118836574438,0.09370802
1988-12-27,0.009494118836574438,0.093722664
1988-12-28,0.010090660914697853,0.093736805
1988-12-29,0.01068383269859459,0.09372376
1988-12-30,0.010090660914697853,0.09371032
1989-01-03,0.009494118836574438,0.09374799
1989-01-04,0.009494118836574438,0.09379894
1989-01-05,0.009800815611202857,0.09382626
1989-01-06,0.009800815611202857,0.09383628
1989-01-09,0.009494118836574438,0.093853995
1989-01-10,0.009494118836574438,0.09388469
1989-01-11,0.010390617100872905,0.093895085
1989-01-12,0.011280374776718005,0.09386529
1989-01-13,0.01098378888476964,0.093834385
1989-01-16,0.01098378888476964,0.093852036
1989-01-17,0.011280374776718005,0.09386957
1989-01-18,0.01098378888476964,0.09388166
1989-01-19,0.01068383269859459,0.09392139
1989-01-20,0.010390617100872905,0.093972705
1989-01-23,0.010090660914697853,0.09403514
1989-01-24,0.01068383269859459,0.09407384
1989-01-25,0.010090660914697853,0.0940726
1989-01-26,0.01068383269859459,0.09411764
1989-01-27,0.01068383269859459,0.09410886
1989-01-30,0.01068383269859459,0.09412021
1989-01-31,0.01098378888476964,0.094130814
1989-02-01,0.011576960668666376,0.0941299
1989-02-02,0.012170132452563105,0.094120055
1989-02-03,0.012170132452563105,0.09410733
1989-02-06,0.012170132452563105,0.09412711
1989-02-07,0.012459977756058109,0.0941549
1989-02-08,0.01306663071686158,0.09417766
1989-02-09,0.01306663071686158,0.09419371
1989-02-10,0.01306663071686158,0.09423601
1989-02-13,0.01306663071686158,0.09428391
1989-02-14,0.013646321323851573,0.094332896
1989-02-15,0.013646321323851573,0.09436189
1989-02-16,0.013646321323851573,0.094418384
1989-02-17,0.013646321323851573,0.09447332
